PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
203915,34.80498,2.299927,8.259153,13.054269,1.872221,16.435216,23.045877,4.724391,13.060411,36.3003,21.841293,12.353056,158.662273,166.39331,214.251661,189.991883,162.221027,165.267926,32.486806,19.447749,2.02147,159.173636,155.960765,163.321378
201962,36.910031,4.402365,14.628158,16.955333,5.929728,32.549157,22.486273,12.052132,13.287794,50.995453,39.895413,19.4211,309.411216,309.412447,309.420068,309.416205,309.411783,309.412268,28.512243,27.843653,6.133741,309.411298,309.410786,309.411958
201609,21.416637,0.927148,4.786431,10.547519,4.832741,11.558401,24.833923,5.518499,11.336347,44.857172,15.719108,14.681547,159.028636,159.028637,159.028643,159.02864,159.028636,159.028637,20.023252,10.200609,3.3452,159.028636,159.028636,159.028637
203083,6.438039,11.682548,5.760553,9.6144,35.839257,53.3656,37.425946,0.001425,15.03073,76.397363,0.128573,33.12466,196.538886,196.548705,196.609492,196.578679,196.543406,196.547276,38.995845,0.130109,18.097396,196.539535,196.535454,196.544803
201162,12.263471,1.042368,6.64613,5.900259,4.252034,16.333255,11.829428,7.141819,4.556737,22.102578,18.640528,6.388469,164.334375,164.334375,164.334375,164.334375,164.334375,164.334375,10.27315,11.498709,1.831732,164.334375,164.334375,164.334375
1626251,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
1495,16.612817,10.90229,4.469303,9.635337,12.253759,38.864861,30.387959,0.13557,16.68639,59.350994,0.498113,22.569922,160.877267,160.877267,160.877267,160.877267,160.877267,160.877267,28.963035,0.362543,5.883531,160.877267,160.877267,160.877267
2399,10.247749,1.945903,3.50324,5.446349,2.51682,19.483303,9.384313,9.370139,6.422325,20.063898,23.128445,7.933693,163.020005,163.020005,163.020005,163.020005,163.020005,163.020005,10.679585,13.758306,1.511368,163.020005,163.020005,163.020005
201142,21.737057,4.615386,4.803301,14.522539,3.105565,31.12084,34.016968,12.088294,29.811661,60.503632,30.138567,34.753834,175.890147,175.890147,175.890147,175.890147,175.890147,175.890147,26.486664,18.050273,4.942174,175.890147,175.890147,175.890147
203921,8.831817,3.005179,6.973372,10.813623,5.473042,18.734352,19.700018,5.636571,10.356413,31.57775,19.774327,11.934922,156.103571,161.550979,195.272709,178.178896,158.611123,160.758016,25.429165,15.780106,3.501282,156.463885,154.200047,159.386448
201961,10.38272,0.26112,3.649492,5.039721,3.131483,17.6885,16.151365,9.212909,5.220596,36.746733,24.549367,6.354515,169.063232,169.063385,169.064332,169.063852,169.063302,169.063362,20.595749,15.336504,1.133973,169.063242,169.063178,169.063324
101145,19.660895,1.458393,8.640914,11.77242,2.001384,9.420354,30.43619,4.706983,13.652372,62.595164,16.412251,18.085178,158.774991,158.774991,158.774991,158.774991,158.774991,158.774991,32.158974,11.705267,4.432806,158.774991,158.774991,158.774991
203954,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203516,7.167948,2.56974,4.451228,6.538836,7.516614,18.704685,14.453433,4.765942,12.530103,22.647849,13.786419,13.933174,153.771218,157.137012,177.972681,167.410915,155.320561,156.647063,16.56745,10.035237,2.591096,153.993845,152.595086,155.799611
203898,27.338211,2.187328,8.795864,17.745412,3.165805,12.41484,25.920125,5.239156,5.040359,39.16595,16.23078,3.892735,159.606104,168.179506,221.252447,194.349352,163.552615,166.931502,34.573746,13.576438,1.87853,160.173185,156.610243,164.772859
202379,11.728958,11.686933,10.035183,6.493445,25.50032,42.207809,32.725175,1.158956,18.864369,58.054928,3.084041,24.311049,258.263511,258.525153,260.144824,259.3238,258.38395,258.487067,25.980636,2.003969,5.539032,258.280817,258.172084,258.421189
201936,30.583711,2.15575,5.944128,14.4625,4.897955,19.766525,26.801269,3.942845,12.302575,55.749094,13.074415,17.571066,159.020368,159.02037,159.020383,159.020377,159.020369,159.02037,28.947831,9.131571,5.268491,159.020369,159.020368,159.02037
203957,16.496805,1.237434,3.889452,10.284929,2.365446,9.075963,7.690836,7.036667,2.378731,13.083766,21.885399,2.942174,152.17865,154.123084,166.159945,160.058365,153.073712,153.840039,10.23007,15.434964,1.249771,152.307263,151.499193,153.350462
203105,4.642571,16.47973,4.243807,13.29846,26.525535,36.350822,32.803988,0.096321,17.643807,58.352911,0.067073,28.579102,212.693347,213.630904,219.434773,216.492745,213.124923,213.494426,27.881269,0.253418,11.266224,212.755361,212.36573,213.258365
202702,6.905826,4.47234,4.835973,9.198376,18.682153,33.024385,29.113175,0.072058,15.376941,56.665074,0.590484,22.35633,161.58545,161.586577,161.593555,161.590018,161.585969,161.586413,27.554703,0.518766,6.979787,161.585525,161.585056,161.58613
202324,7.802944,8.624145,4.308483,8.587933,13.856827,29.137639,33.490947,0.06577,15.522856,63.546954,0.400929,23.21109,160.598648,160.598743,160.599327,160.599031,160.598692,160.598729,30.056242,0.335187,7.688267,160.598655,160.598616,160.598705
1626245,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
101109,37.397988,3.243683,9.222927,15.157883,3.345428,18.875131,25.446326,8.048943,10.176363,56.507986,26.587971,13.200415,236.435228,236.435228,236.435228,236.435228,236.435228,236.435228,31.06166,18.539028,3.024052,236.435228,236.435228,236.435228
203095,12.007648,0.250439,4.003445,8.440032,2.86307,12.93029,16.711965,8.566278,10.637282,34.749405,22.659815,14.536958,165.000519,165.07522,165.537649,165.30324,165.034905,165.064346,18.223272,14.116059,3.926043,165.00546,164.974415,165.045537
200751,18.893499,1.857107,5.283745,9.532909,1.550894,12.174819,8.94598,14.63652,7.579297,22.484356,40.658302,9.205899,172.018836,172.018836,172.018837,172.018836,172.018836,172.018836,13.538376,26.021782,1.626602,172.018836,172.018836,172.018836
204025,38.758012,0.636375,8.849345,19.829275,4.802811,17.540784,29.481377,4.621457,11.749661,31.641234,11.632001,15.384645,166.461913,181.154092,272.104816,226.001172,173.225021,179.015395,38.709366,11.44012,8.820884,167.433715,161.327927,175.316145
202690,23.962048,0.892065,6.087995,14.848555,3.323979,13.980732,23.263826,7.065025,15.501631,50.733521,23.755125,16.451602,209.032556,209.07384,209.329401,209.199855,209.05156,209.06783,27.572395,16.702546,0.964543,209.035287,209.01813,209.057436
101112,8.106254,3.4963,4.109391,6.761522,2.584301,23.313334,5.416961,11.806855,2.933344,13.304123,30.182577,3.347936,162.906681,162.906681,162.906681,162.906681,162.906681,162.906681,7.887162,18.375723,0.414592,162.906681,162.906681,162.906681
201568,10.061743,2.37701,5.434803,6.83407,3.742435,21.955734,14.452485,12.271709,20.167934,31.90761,34.410499,22.72758,166.984541,166.984566,166.984724,166.984644,166.984552,166.984562,17.455188,22.138798,2.559655,166.984542,166.984532,166.984556
204038,15.655025,1.338839,5.985395,6.976597,3.980451,16.365544,17.82386,6.623558,7.389766,35.144303,18.268206,8.401439,152.719206,155.146084,170.169473,162.553998,153.836347,154.79281,23.35775,12.376332,1.868289,152.87973,151.871166,154.181762
708,14.210838,3.65082,8.328546,8.941312,9.004595,48.759752,26.540519,0.161784,6.780431,56.276649,1.198204,8.468535,177.196523,177.196523,177.196523,177.196523,177.196523,177.196523,29.73613,1.03642,1.688104,177.196523,177.196523,177.196523
201188,18.111047,7.662787,4.173752,10.325318,6.81436,30.274291,30.914479,0.176061,20.371818,62.020211,0.998244,25.641521,159.038943,159.038943,159.038944,159.038944,159.038943,159.038943,31.105733,0.822183,5.269702,159.038943,159.038943,159.038943
2200,12.732248,14.661586,2.529749,9.514153,12.911254,43.279217,34.213941,0.692627,17.338575,73.183044,2.529067,21.688469,191.125463,191.125463,191.125463,191.125463,191.125463,191.125463,38.969103,1.83644,4.349893,191.125463,191.125463,191.125463
200752,16.361154,2.767811,4.790113,12.249112,6.533115,19.991459,28.514498,5.170533,22.181978,59.557155,14.463518,25.930941,159.914128,159.914128,159.914128,159.914128,159.914128,159.914128,31.042657,9.292986,3.748963,159.914128,159.914128,159.914128
202087,8.500594,2.14297,12.441017,12.209433,9.700937,22.209274,23.867265,3.716641,13.997343,46.189903,10.302307,19.890226,216.250194,216.250614,216.253215,216.251897,216.250387,216.250553,22.323683,6.585792,5.893031,216.250222,216.250047,216.250447
202331,21.514769,2.278547,13.201548,24.211766,7.549941,44.119083,30.302487,18.870175,29.335332,73.488614,49.11883,35.737732,250.175559,250.176121,250.179604,250.177838,250.175818,250.176039,43.187527,30.248824,6.402599,250.175596,250.175362,250.175898
201959,6.839486,10.331624,3.436888,10.713487,17.556344,30.883787,26.051861,7e-06,15.937278,53.107247,0.04188,21.965002,186.226894,186.226903,186.226961,186.226931,186.226898,186.226901,27.055409,0.041876,6.027728,186.226894,186.22689,186.226899
1938,30.591694,2.055611,7.038101,15.927386,2.946116,19.00729,17.294563,9.302787,15.49655,34.899109,26.931081,21.169526,165.683673,165.683673,165.683673,165.683673,165.683673,165.683673,17.604546,17.628294,5.672976,165.683673,165.683673,165.683673
203497,7.795065,14.13783,4.787129,8.642867,19.674255,38.072755,19.538901,0.0581,12.790351,31.464206,0.179411,20.613422,161.055137,161.620663,165.121506,163.346901,161.315461,161.538342,13.332155,0.291813,8.022685,161.092544,160.857522,161.395951
2400,10.914809,2.675364,4.971181,7.372657,16.770877,34.258228,22.934871,4.628076,9.508576,54.171658,12.078748,12.014571,197.021636,197.021636,197.021636,197.021636,197.021636,197.021636,31.236788,7.450672,2.505995,197.021636,197.021636,197.021636
203462,14.093746,3.471989,7.115442,17.470948,9.678146,18.557449,26.862239,3.950363,20.722766,55.73576,14.469137,27.90414,194.143003,196.005577,207.535688,201.690983,195.000384,195.734448,33.507018,11.080326,7.838807,194.266202,193.492152,195.265482
203932,6.638245,4.332957,5.122575,8.442729,8.980524,24.312834,20.959864,2.903101,9.951905,31.399671,9.351709,12.1803,154.977818,159.420497,186.922535,172.981534,157.022873,158.773789,21.491791,7.788041,3.796528,155.271675,153.425383,157.655196
201569,22.234369,1.111373,5.148131,13.871012,2.249719,14.511662,15.212512,13.05873,11.034912,41.480242,31.91837,13.254384,195.097075,195.097077,195.097089,195.097083,195.097076,195.097076,26.267735,18.85964,2.219473,195.097075,195.097074,195.097076
101162,6.432088,7.175851,3.151058,6.58144,11.747636,34.917451,28.51251,0.003453,8.094469,50.293145,0.187847,11.539043,159.738336,159.738336,159.738342,159.738339,159.738336,159.738336,21.780638,0.184394,3.444574,159.738336,159.738335,159.738336
203924,8.833827,7.502439,5.02369,9.984678,5.512665,16.86763,11.561603,5.589689,13.356281,22.047491,17.140081,21.382391,152.87487,155.440678,171.324102,163.272668,154.055964,155.067181,16.86881,12.323963,8.931763,153.044584,151.978283,154.421153
1626170,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
201980,10.929027,6.030346,6.978741,6.525617,3.669508,20.052659,9.064486,13.251419,7.530085,19.453261,31.714667,8.650786,160.690155,160.691088,160.696865,160.693937,160.690585,160.690952,10.391096,18.463529,1.121031,160.690217,160.689829,160.690717
203110,20.363686,6.354825,8.969928,9.524742,10.354449,38.936127,15.494453,8.986373,10.416214,34.929127,25.731597,14.729253,188.825431,188.842248,188.946356,188.893583,188.833172,188.8398,19.476511,16.750295,4.318975,188.826543,188.819554,188.835566
203475,15.025925,0.372249,6.632748,7.594309,3.173489,10.988663,28.531582,5.980027,6.872981,44.358101,17.726486,5.722572,159.62942,168.223631,221.42539,194.456996,163.58551,166.972598,37.206207,14.337546,1.88309,160.197877,156.626288,164.808716
101123,10.303043,1.549471,4.845233,11.812324,3.774553,17.500413,21.130367,15.628941,11.625789,44.116558,43.72418,14.052111,166.732795,166.732817,166.732956,166.732886,166.732805,166.732814,22.986247,28.095246,2.42633,166.732796,166.732787,166.732808
203210,5.701097,5.474948,10.198134,18.962759,18.833197,29.256539,53.060677,2.204674,15.343444,43.488106,6.989772,12.470906,174.044369,195.503855,328.347034,261.007772,183.922607,192.380062,43.811862,11.254963,4.702019,175.46379,166.54564,186.976915
201145,8.653599,2.242664,3.431921,7.156414,4.093197,17.228851,20.661957,6.373571,15.551574,43.847779,19.146521,18.729473,159.674109,159.674109,159.674109,159.674109,159.674109,159.674109,23.185822,12.772949,3.177899,159.674109,159.674109,159.674109
201933,23.648975,2.410701,4.340879,10.470834,8.708324,26.325405,38.412489,0.678255,21.483344,75.907076,1.745485,29.546604,160.089558,160.089572,160.089657,160.089614,160.089565,160.08957,37.494621,1.067234,8.063265,160.089559,160.089554,160.089567
203798,5.058958,3.048357,5.916945,6.273703,5.155764,16.561346,15.079727,11.179379,8.669085,24.529764,35.801902,8.634347,155.749741,160.881357,192.648204,176.545337,158.111928,160.134363,22.21588,26.169665,1.77657,156.089167,153.956566,158.842306
201946,3.443225,2.586392,4.948255,4.061617,18.061096,26.7413,14.554515,0.141928,17.074259,27.726576,1.044244,24.528848,174.939013,174.939181,174.940219,174.939693,174.939091,174.939157,13.172478,0.902366,7.454648,174.939024,174.938955,174.939114
203501,11.805078,1.304881,2.140019,7.691786,1.216994,13.604345,15.47276,11.727013,11.958604,34.743675,34.111331,14.841409,163.557266,163.725307,164.76555,164.238242,163.634619,163.700846,19.688947,22.434981,2.942118,163.568381,163.498546,163.658536
201935,29.725639,3.105311,8.086864,16.924982,3.950992,20.15008,23.17313,10.979967,37.662612,48.154296,29.327657,43.409612,157.982605,157.982607,157.982616,157.982611,157.982606,157.982607,24.98117,18.34769,5.747,157.982605,157.982605,157.982606
203090,6.998438,2.939041,8.901218,7.576685,9.796483,18.749663,14.951048,3.278208,6.454659,28.910513,15.248056,11.738772,185.979793,186.010453,186.200252,186.104041,185.993906,186.00599,14.035738,11.979091,5.294936,185.981821,185.969079,185.99827
1626149,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2734,24.385013,1.302662,7.517541,8.698127,1.299578,12.318111,12.32301,9.103227,13.466474,25.875979,25.745653,16.592257,166.078023,166.078023,166.078023,166.078023,166.078023,166.078023,13.552968,16.642426,3.125783,166.078023,166.078023,166.078023
203914,6.487802,1.664407,9.381317,9.306854,4.71297,10.203775,15.843723,4.859988,9.103276,25.0699,21.719657,10.522406,155.487304,160.384697,190.701605,175.333724,157.741674,159.671798,21.409346,18.336195,3.147764,155.811238,153.775976,158.438715
203925,8.636825,0.923353,4.038069,10.343901,2.662887,12.275619,14.775991,10.211347,5.461646,13.086634,26.177826,5.718329,158.080083,165.29152,209.933321,187.304037,161.399654,164.241772,16.250422,18.14067,2.802104,158.557078,155.560144,162.426051
202699,8.325648,2.432577,4.606242,7.735441,5.128345,24.494541,24.178605,5.699806,13.31566,48.299,15.863111,16.874005,160.371921,160.376278,160.403255,160.38958,160.373927,160.375644,24.131235,10.164619,3.559883,160.372209,160.370398,160.374547
1626151,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2617,7.503044,2.530755,3.652323,7.165345,12.498861,33.895106,18.834197,0.3,7.761242,40.442659,1.5,11.321168,178.293477,178.293477,178.293477,178.293477,178.293477,178.293477,21.608461,1.2,3.559926,178.293477,178.293477,178.293477
201150,12.156861,6.960924,3.148824,8.475437,4.553261,30.801661,14.841338,7.395638,6.085155,32.581709,22.934217,9.160651,168.790361,168.790361,168.790362,168.790361,168.790361,168.790361,17.740371,15.538579,3.075496,168.790361,168.790361,168.790361
101236,17.677063,4.061608,10.398584,9.323808,20.486219,39.008084,20.903411,0.0,6.373653,45.319104,0.136006,10.195643,258.301134,258.301134,258.301135,258.301134,258.301134,258.301134,24.415693,0.136006,3.821991,258.301134,258.301134,258.301134
202330,19.212265,1.850746,6.539417,12.482237,3.296596,19.328887,21.9579,7.159827,22.497541,45.805227,19.824116,27.709101,159.090364,159.090411,159.090703,159.090555,159.090385,159.090404,23.847445,12.664303,5.211577,159.090367,159.090347,159.090392
201945,14.137031,1.556457,3.513923,7.579923,2.463374,16.459527,22.518888,3.072556,12.881295,49.3435,9.263186,15.319811,160.321349,160.321369,160.321494,160.321431,160.321358,160.321366,26.824663,6.190637,2.438524,160.32135,160.321342,160.321361
203089,8.35355,17.653691,3.857109,11.80922,16.98835,26.428108,27.590102,0.004329,10.507033,49.004375,0.018199,18.614056,169.784605,169.826741,170.087578,169.955357,169.804001,169.820607,21.519093,0.026573,8.121895,169.787392,169.769881,169.809998
1626209,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
201579,7.008582,10.666272,1.55282,9.088549,13.203503,31.597526,26.363353,0.010011,14.11772,58.946973,0.18098,17.236467,162.436854,162.436855,162.436858,162.436856,162.436855,162.436855,32.583621,0.170969,3.118747,162.436854,162.436854,162.436855
201581,6.91559,4.17725,4.247023,11.357129,17.81995,35.984197,26.194517,0.0,13.687295,54.411175,0.281704,23.946668,167.277705,167.277707,167.277719,167.277713,167.277706,167.277706,28.216663,0.281704,10.259373,167.277705,167.277704,167.277706
2403,12.330858,2.379286,6.431921,12.085698,8.07137,25.305801,29.856365,0.097001,12.278386,58.250495,0.48619,20.364095,164.681231,164.681231,164.681231,164.681231,164.681231,164.681231,28.394129,0.389189,8.085709,164.681231,164.681231,164.681231
201588,28.155803,1.838341,5.796582,8.897923,3.370003,20.029971,23.442549,8.925671,14.502596,43.347969,24.919563,18.322857,168.937433,168.937434,168.937437,168.937435,168.937433,168.937433,19.905421,15.993892,3.820261,168.937433,168.937433,168.937433
201941,8.715702,4.74345,2.982915,9.17148,15.734429,33.596093,30.869129,0.239927,11.038393,65.955376,0.895154,15.081723,163.705803,163.706341,163.709674,163.707985,163.706051,163.706263,35.087586,0.655389,4.043521,163.705838,163.705615,163.706127
203524,12.193616,1.260885,4.628921,8.07862,4.860046,16.975346,13.264021,4.679976,10.64336,27.845859,14.141996,12.612209,160.560159,161.547595,167.660239,164.561691,161.014696,161.403857,17.038268,9.759724,2.317385,160.625472,160.215112,161.155237
1626199,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2550,15.86159,1.49068,4.851629,7.652742,2.077633,10.558359,8.923607,6.007722,3.928899,22.478728,17.360512,5.540552,165.059528,165.059528,165.059528,165.059528,165.059528,165.059528,13.555121,11.35279,1.611653,165.059528,165.059528,165.059528
201950,36.152261,2.85944,8.213099,12.316757,4.185886,13.797373,24.557512,6.408811,8.413485,52.558692,16.932694,9.911579,169.690917,169.690923,169.690957,169.69094,169.69092,169.690922,28.001193,10.523884,1.498096,169.690918,169.690915,169.690921
203200,14.902102,4.343024,11.236974,10.241789,3.131625,18.534747,22.686471,9.457795,11.844244,37.633999,28.924372,12.949314,188.686942,194.076311,227.438753,210.527066,191.167778,193.291796,28.354577,21.091429,3.007356,189.043418,186.803699,191.934842
200797,5.942939,10.671878,3.180572,12.885075,16.965645,31.495745,25.667244,2e-05,16.141446,38.901425,0.00012,26.974314,221.412405,221.412603,221.413831,221.413209,221.412496,221.412574,13.234674,0.00016,10.832938,221.412418,221.412335,221.412524
1626178,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
1626158,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203918,11.953907,1.825576,5.077282,7.269958,1.502315,16.00685,17.43459,9.031562,9.795952,29.556577,24.068516,11.736168,153.707777,157.01695,177.502113,167.118021,155.231056,156.535243,20.354166,16.034644,3.108255,153.926659,152.55143,155.702048
201143,20.706477,9.836859,6.72148,8.207629,10.264464,31.866568,40.5903,1.754268,9.59485,72.896585,5.445463,13.112255,191.34837,191.34837,191.34837,191.34837,191.34837,191.34837,32.306285,3.691195,3.517405,191.34837,191.34837,191.34837
2730,7.181524,7.559631,3.929869,15.950999,15.365405,44.522664,34.462863,0.138316,20.361671,58.042032,0.301566,38.429448,169.60143,169.60143,169.60143,169.60143,169.60143,169.60143,23.579168,0.163249,18.067777,169.60143,169.60143,169.60143
1626273,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
203962,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
2743,7.222729,3.583741,4.19449,6.001892,14.907047,37.041657,26.560906,0.0,11.283745,55.028156,0.807373,15.00154,168.779093,168.779093,168.779093,168.779093,168.779093,168.779093,28.46725,0.807373,3.717795,168.779093,168.779093,168.779093
1626154,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
201586,4.242684,11.90734,2.286353,7.387877,10.505742,27.799443,23.126798,5.54708,7.169715,44.966658,14.764197,8.627501,161.254678,161.254682,161.254704,161.254693,161.25468,161.254681,21.839869,9.217118,1.457788,161.254678,161.254677,161.25468
2738,21.088702,1.926732,8.010852,7.984394,4.502127,20.850077,13.334069,5.731251,5.443154,24.309117,17.412357,9.063034,184.737236,184.737236,184.737236,184.737236,184.737236,184.737236,10.975048,11.681107,3.619881,184.737236,184.737236,184.737236
101141,10.305459,3.287563,4.686703,8.89198,13.48043,29.456476,27.058008,11.928163,10.200317,53.450533,29.311932,15.817776,202.930281,202.930284,202.930298,202.93029,202.930282,202.930283,26.392531,17.383769,5.617461,202.930281,202.93028,202.930283
204060,16.521626,0.988264,7.012966,9.401587,2.126406,14.272163,9.536767,6.672906,3.485755,14.241206,18.26259,3.919725,152.371381,154.487828,167.589516,160.948166,153.345625,154.179743,9.96949,12.227776,1.181012,152.511372,151.631817,153.646856
203996,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606
202681,22.869345,1.179118,6.635982,10.885266,3.199451,10.719307,24.553257,9.050686,18.312604,50.186002,21.952757,21.222471,158.764316,158.764864,158.768257,158.766537,158.764569,158.764785,25.634108,12.902236,2.91006,158.764353,158.764125,158.764647
101127,26.531865,0.971145,5.285328,13.419029,1.37584,16.083461,22.496302,2.914367,13.989197,47.378237,10.653181,15.91194,160.750999,160.750999,160.750999,160.750999,160.750999,160.750999,24.881934,7.738814,1.922744,160.750999,160.750999,160.750999
202704,37.075857,0.643057,6.493515,15.069887,4.90594,26.193529,27.286178,7.139484,17.693434,58.994918,21.078282,20.228395,192.672308,192.676986,192.705949,192.691267,192.674461,192.676305,31.720379,13.940208,2.536613,192.672617,192.670673,192.675127
2544,37.343811,3.039263,7.953905,18.237283,3.335804,33.444798,43.449251,8.595094,23.987928,76.978721,26.382695,36.666382,195.513723,195.513723,195.513723,195.513723,195.513723,195.513723,33.52947,17.787601,12.678454,195.513723,195.513723,195.513723
2744,9.24316,6.702542,3.85854,5.699344,8.190842,36.792078,39.711375,0.16447,9.026467,82.064977,0.447435,13.714548,162.005306,162.005306,162.005306,162.005306,162.005306,162.005306,42.353601,0.282965,4.68808,162.005306,162.005306,162.005306
203928,5.171096,6.232767,4.589985,7.601614,13.787693,29.485526,29.537758,1.252399,11.286167,44.953844,4.723231,16.335282,157.485511,164.166295,205.523133,184.559023,160.560812,163.193793,32.035768,5.485036,7.407232,157.927406,155.151001,161.511681
2210,9.489702,1.457603,5.347195,8.087735,3.172885,20.871675,12.908949,11.002662,10.464818,26.469134,25.26847,15.179458,186.635944,186.635944,186.635944,186.635944,186.635944,186.635944,13.560184,14.265807,4.71464,186.635944,186.635944,186.635944
203098,16.528767,1.363109,6.988459,13.091803,3.95295,34.500363,28.669052,16.964074,15.433657,48.327103,46.107867,17.41538,300.250406,302.136231,313.810278,307.892611,301.11849,301.861717,24.349389,29.712354,2.647363,300.375142,299.59143,301.386897
201943,39.295322,0.572416,6.390041,13.108864,3.125475,11.99689,20.192845,10.876524,17.142381,47.565583,30.397538,20.668583,170.311562,170.311564,170.311577,170.31157,170.311563,170.311564,27.372743,19.521015,3.526203,170.311562,170.311561,170.311563
201973,9.811575,2.384228,6.300422,6.62664,12.918193,26.671468,16.234738,7.462899,8.212266,33.554339,19.276707,9.919782,172.663538,172.66421,172.668368,172.66626,172.663847,172.664112,17.321272,11.814011,1.707752,172.663583,172.663304,172.663943
101161,9.501798,4.962721,3.650607,9.011107,13.015237,24.357561,22.92741,1.544545,6.502403,38.863645,3.830001,10.577043,162.194544,162.194544,162.194545,162.194545,162.194544,162.194544,15.936236,2.285456,4.07464,162.194544,162.194544,162.194544
203187,6.187376,2.268145,9.429667,6.002619,4.323583,17.636327,13.939096,10.769278,6.53066,22.285052,35.033924,7.200642,199.676561,200.954711,208.86699,204.856193,200.264919,200.768654,11.52559,24.649998,1.121131,199.761103,199.229929,200.446837
201949,12.534014,8.827782,6.785156,10.02854,7.886658,23.662534,27.373904,1.596062,8.795879,43.414277,7.168094,12.964374,169.515614,169.515856,169.517352,169.516593,169.515725,169.515821,16.040974,5.572104,4.168581,169.51563,169.51553,169.51576
2207,16.441491,0.787523,3.33223,7.77335,3.013222,18.542797,18.489783,7.048458,8.113124,39.080069,19.47947,10.115331,158.572354,158.572354,158.572354,158.572354,158.572354,158.572354,20.590286,12.431012,2.002207,158.572354,158.572354,158.572354
1626169,5.271207,1.022443,6.217947,7.859034,4.716516,7.182193,33.366745,3.425142,8.877789,13.836916,4.688749,3.717997,50.448806,74.054241,220.181737,146.108549,61.314868,70.618068,39.193048,8.380459,3.172221,52.010169,42.200204,64.674606
204020,11.067802,2.505611,9.804487,9.214759,3.929129,18.295548,20.841686,5.106285,10.219447,31.459229,12.422187,12.679499,156.612202,162.51356,199.045434,180.527137,159.328717,161.654517,25.298262,9.095115,4.543055,157.002542,154.550051,160.168652
